id,category,query1,query2,label
435,支原体肺炎,儿童支原体肺炎阿奇霉素吃几个疗程,儿童支原体肺炎需要吃阿奇霉素几个疗程？,1
675,支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,预防小儿支原体肺炎复发的药有什么？,1
653,支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片的副作用是什么？,0
797,支原体肺炎,罗红霉素对牙龈炎有用吗,罗红霉素吃多少才能好,0
871,支原体肺炎,你好孩子4岁咳嗽可以吃罗红霉素吗,小孩感冒咳嗽可以吃罗红霉素吗,1
903,支原体肺炎,请问利君沙和甲硝唑吃完有会药物反应吗,利君沙和甲硝唑分别治疗什么,0
881,支原体肺炎,琥乙红霉素片是消炎药吗,琥乙红霉素颗粒是消炎药吗？,1
520,支原体肺炎,宝宝是否得了新生儿支原体肺炎？,怎么确定宝宝得了肺炎支原体？,1
356,支原体肺炎,小儿肺炎支原体抗体弱阳性？,小儿肺炎支原体抗体弱阳性的含义是什么？,1
370,支原体肺炎,小孩得了支原体肺炎用什么药治最好？,小孩得了支原体肺炎什么药效果好？,1
422,支原体肺炎,肺炎支原体发高烧怎么办,肺炎支原体发高烧严重吗？,0
412,支原体肺炎,小儿支原体肺炎有什么症状,小儿支原体肺炎怎么治？,0
764,支原体肺炎,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,罗红霉素是不是消炎药,0
347,支原体肺炎,小孩支原体肺炎会传染吗,小孩支原体肺炎的症状有哪些啊？,0
1022,支原体肺炎,支原体肺炎吃转移因子胶囊可以吗,支原体肺炎会自己好吗？,0
498,支原体肺炎,如何缓解小儿支原体肺炎引起的咳嗽？,小儿支原体肺炎有哪些症状？,0
565,支原体肺炎,小儿支原体肺炎的护理是怎么样的？,小儿支原体肺炎怎么护理？,1
753,支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒主要有什么疗效呢,0
1101,支原体肺炎,"女儿九岁,支原体肺炎,已吃药两天不见好怎么办","女儿九岁,支原体肺炎,已吃药两天不见好该如何是好？",1
180,支原体肺炎,他罗算霉素和清淋颗粒是不是男女都能用,他罗算霉素和清淋颗粒男女适用吗,1
1012,支原体肺炎,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染怎么治疗？,0
366,支原体肺炎,小儿推拿能治疗支原体肺炎吗,小儿推拿可以治支原体肺炎吗？,1
771,支原体肺炎,咨询罗红霉素片的作用和副作用,请问克拉霉素胶囊的副作用是什么？作用是啥呢,1
97,支原体肺炎,得了小儿支原体肺炎会传染给别人吗？,小儿支原体肺炎有什么症状？,0
1005,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素可以吗,宝宝一周得了支原体肺炎输了五天阿奇霉素可以这样吗？,1
937,支原体肺炎,硬脂酸红霉素颗粒平台有出售吗,硬脂酸红霉素颗粒有什么注意事项？,0
811,支原体肺炎,你好我想咨询下利君沙颗粒怎么样,利君沙颗粒怎么样呢，有什么作用,1
800,支原体肺炎,请问一下医生依托红霉素颗粒能治疗干咳吗,请问依托红霉素颗粒能治疗干咳吗,1
174,支原体肺炎,请问罗红霉素能够治疗什么疾病的,我想问一下罗红霉素胶囊副作用主要是什么？,0
516,支原体肺炎,婴儿吃阿奇霉素会引起吐奶吗？,吃阿奇霉素会导致宝宝吐奶吗？,1
582,支原体肺炎,中医可以治疗小儿支原体肺炎吗？,中医如何治疗小儿支原体肺炎？,0
221,支原体肺炎,我的一个女儿患了支原体肺炎刚出生怎么办,我的一个刚出生女儿患了支原体肺炎该怎么做才好？,1
976,支原体肺炎,请问顺尔宁能治疗支原体肺炎吗效果可以吗,请问顺尔宁是否可以治疗支原体肺炎效果怎么样？,1
1013,支原体肺炎,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染有什么症状？,0
863,支原体肺炎,地红霉素肠溶片可以在感冒时可以吃吗,地红霉素肠溶片有什么疗效,0
543,支原体肺炎,小儿支原体肺炎食疗是怎么样的？,小儿支原体肺炎有什么症状？,0
558,支原体肺炎,小儿支原体肺炎的症状是什么？,小儿支原体肺炎会传染吗？,0
586,支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎复发了怎么做？,1
914,支原体肺炎,克拉霉素片克拉仙的成分和功效是什么,吃克拉霉素有不良反应怎么办,0
218,支原体肺炎,宝宝得了支原体肺炎怎么办,支原体肺炎不可以根治吗？,0
685,支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏的适应症有哪些？,1
193,支原体肺炎,我想问你红霉素对耳炎有用吗,耳炎需要吃什么药,0
437,支原体肺炎,儿童支原体肺炎阿奇霉素吃几个疗程,支原体肺炎吃阿奇霉素有副作用吗？,0
750,支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素颗粒小孩一次吃多少合适,1
766,支原体肺炎,哪些疾病适合吃克拉霉素胶囊,克拉霉素胶囊对什么疾病有用,1
368,支原体肺炎,小儿推拿能治疗支原体肺炎吗,孩子支原体咳嗽怎么回事？,0
151,支原体肺炎,红霉素肠溶片能治好尿道炎吗,红霉素肠溶片可以治好尿道炎吗,1
770,支原体肺炎,咨询罗红霉素片的作用和副作用,罗红霉素的功效是什么？有哪些副作用？,1
127,支原体肺炎,导致小儿支原体肺炎的原因有哪些？,小儿支原体肺炎的症状有哪些？,0
411,支原体肺炎,小儿支原体肺炎有什么症状,小儿支原体肺炎症状是什么？,1
748,支原体肺炎,克拉霉素怎么没有详细介绍,克拉霉素怎么治疗的,0
739,支原体肺炎,扁桃体经常反复请问还需要补充什么吗,扁桃体炎怎么治疗,0
518,支原体肺炎,婴儿吃阿奇霉素会引起吐奶吗？,婴儿吃阿奇霉素会有什么不良反应吗？,0
925,支原体肺炎,两岁半宝宝用复方异托溴铵做雾化用量多少,两岁半宝宝用复方异托溴铵做雾化该服用的用量是多少？,1
708,支原体肺炎,您好请问红霉素可以治疗中耳炎吗,红霉素可以治疗什么病,0
721,支原体肺炎,红霉素肠溶片这个药主要有什么功效怎么用,红霉素肠溶片要怎么用，功效是啥,1
529,支原体肺炎,小儿支原体肺炎能用中医治疗吗？,小儿支原体肺炎饮食需要注意什么？,0
145,支原体肺炎,四环素片服用一般不超过多长时间,四环素片服用不能超过多长时间？,1
787,支原体肺炎,依托红霉素颗粒我实在是弄不明白怎么吃,依托红霉素颗粒是什么药,0
427,支原体肺炎,肺炎支原体弱阳性怎么治疗最佳,肺炎支原体弱阳性是什么意思？,0
650,支原体肺炎,恩久平盐酸氨溴索分散片主治什么病,恩久平盐酸氨溴索分散片是治疗什么的？,1
610,支原体肺炎,小儿支原体肺炎治愈的标准？,小儿支原体肺炎治愈的标准是什么？,1
916,支原体肺炎,宝宝得支原体肺炎必须有什么方法能治愈好,宝宝得支原体肺炎要采取哪种办法能治愈好？,1
1009,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素可以吗,得了支原体肺炎输阿奇霉素有啥副作用？,0
831,支原体肺炎,请问怀孕期间可以服用罗红霉素吗,怀孕期间吃罗红霉素可以吗,1
1039,支原体肺炎,成年人会得支原体肺炎吗？,支原体肺炎会有哪些症状？,0
213,支原体肺炎,儿童支原体肺炎如何治疗,小儿支原体肺炎怎么确诊？,0
1077,支原体肺炎,两岁六个月宝宝支原体肺炎怎么办？,宝宝支原体肺炎多久能好？,0
815,支原体肺炎,依托红霉素片不知道一次喝几片,依托红霉素片一次吃多少,1
796,支原体肺炎,罗红霉素对牙龈炎有用吗,牙龈炎吃罗红霉素缓释胶囊有用吗效果好吗,1
546,支原体肺炎,小儿支原体肺炎护理需要注意什么？,小儿支原体肺炎护理有什么注意事项？,1
589,支原体肺炎,小儿支原体肺炎复发了该怎么办？,小儿支原体肺炎多长时间能治好？,0
754,支原体肺炎,请问红霉素颗粒6岁宝宝一次喂多少合适啊,红霉素和红霉素颗粒的区别是什么,0
1044,支原体肺炎,你好，两岁多女孩去医院检查为支原体肺炎怎么治？,小孩支原体的病因是什么？,0
1003,支原体肺炎,请问顺尔宁有何功效可以治疗支原体肺炎吗,请问顺尔宁的注意事项是什么？,0
768,支原体肺炎,哪些疾病适合吃克拉霉素胶囊,吃了克拉霉素难受怎么办？,0
674,支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏的副作用有哪些？,0
641,支原体肺炎,四环素洽疗解脲支原体效果好吗,四环素洽疗解脲支原体管用吗？,1
728,支原体肺炎,服用肺力咳胶囊还需要服用消炎药吗,肺力咳胶囊跟肺力咳合剂哪个好一些？,0
114,支原体肺炎,推拿能治疗小儿支原体肺炎吗？,小儿肺炎支原体严重吗？,0
917,支原体肺炎,宝宝得支原体肺炎必须有什么方法能治愈好,宝宝肺炎支原体感染的症状主要是什么？,0
620,支原体肺炎,支原体肺炎打点滴好还是吃药效果好？,支原体肺炎打点滴和吃药哪个效果好？,1
66,支原体肺炎,支原体肺炎一般要治疗多久能好,肺炎支原体多久能治好？,1
856,支原体肺炎,永喜盐酸多西环素肠溶胶囊最多吃多久呢,永喜盐酸多西环素肠溶胶囊药吃多少疗程，要多久？,1
948,支原体肺炎,得了支原体肺炎可以服用顺尔宁吗,得了支原体肺炎怎么治疗有效果？,0
933,支原体肺炎,四环素片的主要功效和它的用法用量哦,四环素片的适应症是什么？,0
984,支原体肺炎,多潘立酮混悬液和什么药物吃有反应,请问多潘立酮混悬液贵吗？,0
105,支原体肺炎,小儿支原体肺炎会传染吗？,小儿支原体肺炎会不会传染？,1
999,支原体肺炎,异丙托溴铵气雾剂小孩支原体肺炎能不能用,异丙托溴铵气雾剂的用法用量是什么？,0
718,支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,请问肝功能不全的人怎么服用药,0
340,支原体肺炎,支原体肺炎怎样治疗和食疗,支原体感染引发的肺炎如何治疗以及食疗呀？,1
1072,支原体肺炎,支原体肺炎要怎么治疗好,小儿支原体肺炎患者应该吃什么好？,0
957,支原体肺炎,阿奇霉素干混悬剂治疗小儿支原体肺炎有效果吗？,阿奇霉素干混悬剂有什么副作用？,0
701,支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊的作用是什么？适应症有哪些？,1
512,支原体肺炎,什么是支原体小儿肺炎？,支原体小儿肺炎有哪些症状？,0
355,支原体肺炎,小儿肺炎支原体抗体弱阳性？,小儿肺炎支原体抗体弱阳性是什么意思？,1
153,支原体肺炎,红霉素肠溶片能治好尿道炎吗,尿道炎有哪些症状？,0
443,支原体肺炎,儿童支原体肺炎阿奇霉素吃几个疗程,儿童支原体肺炎吃阿奇霉素过量了怎么办？,0
141,支原体肺炎,小儿支原体肺炎要怎么医治？,小儿支原体肺炎该如何医治？,1
943,支原体肺炎,顺尔宁治支原体衣原体肺炎吗,感冒咳嗽顺尔宁可以兑水吃吗？,0
595,支原体肺炎,小儿推拿对支原体肺炎有帮助吗？,小儿推拿对支原体肺炎有效果吗？,1
519,支原体肺炎,婴儿吃阿奇霉素会引起吐奶吗？,阿奇霉素能治好小儿支原体肺炎吗？,0
920,支原体肺炎,我女儿6岁支原体肺炎打了5天阿奇霉素不见好怎么办？,我女儿6岁支原体肺炎打了5天阿奇霉素不见好怎么做？,1
326,支原体肺炎,治支原体肺炎红霉素好不好,治支原体肺炎服用红霉素好不好？,1
812,支原体肺炎,你好我想咨询下利君沙颗粒怎么样,利君沙颗粒是什么,0
219,支原体肺炎,宝宝得了支原体肺炎怎么办,"宝宝得了支原体感染肺炎,输水了老是迷睡怎么办？",0
855,支原体肺炎,永喜盐酸多西环素肠溶胶囊最多吃多久呢,永喜盐酸多西环素肠溶胶囊吃多久就要停了,1
426,支原体肺炎,肺炎支原体弱阳性怎么治疗最佳,如何治肺炎支原体弱阳性效果好？,1
867,支原体肺炎,罗红霉素长时间吃会有什么副作用吗,罗红霉素长时间吃会不会治好病,0
329,支原体肺炎,治支原体肺炎红霉素好不好,支原体肺炎治疗要多长时间用红霉素？,0
1076,支原体肺炎,两岁六个月宝宝支原体肺炎怎么办？,两岁六个月宝宝支原体肺炎该怎么治疗？,1
1074,支原体肺炎,支原体肺炎要怎么治疗好,肺炎支原体感染患者接触如何预防？,0
110,支原体肺炎,推拿能治疗小儿支原体肺炎吗？,推拿对治疗小儿支原体肺炎有效吗？,1
489,支原体肺炎,小儿支原体肺炎咳嗽吃什么药好,小儿支原体肺炎咳嗽怎么治？,0
534,支原体肺炎,造成小儿支原体肺炎的原因有哪些？,小儿肺炎支原体严重吗？,0
847,支原体肺炎,好你好感冒嗓子疼可以吃利君沙吗,喉咙发炎肿痛，吃利君沙好还是头孢好？,0
657,支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊怎么服用？,0
405,支原体肺炎,请问顺尔宁能治疗支原体肺炎吗,顺尔宁能不能治疗支原体肺炎？,1
158,支原体肺炎,克拉霉素缓释胶囊属于抗生素类消炎药吗,阿莫西林胶囊属于抗生素还是消炎药呢,0
694,支原体肺炎,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体发炎的原因是什么？,0
636,支原体肺炎,服用罗红霉素会有什么不良反应,罗红霉素的不良反应是什么？,1
217,支原体肺炎,宝宝得了支原体肺炎怎么办,宝宝为什么会得支原体肺炎？,0
637,支原体肺炎,服用罗红霉素会有什么不良反应,罗红霉素引起的不良反应怎么处理？,0
880,支原体肺炎,琥乙红霉素片是消炎药吗,琥乙红霉素颗粒是不是消炎药,1
164,支原体肺炎,盐酸多西环素胶囊可以治疗梅毒吗,盐酸多西环素的质疑事项有哪些,0
891,支原体肺炎,依托红霉素颗粒三个多月的宝宝可以吃吗,五个多月的宝宝可以吃依托红霉素颗粒吗,1
377,支原体肺炎,你家小孩子得了支原体肺炎怎么办？,小孩子得了支原体肺炎会传染吗？,0
391,支原体肺炎,宝宝支原体肺炎感染的症状有哪些？,宝宝支原体肺炎感染有什么症状？,1
965,支原体肺炎,儿子是支原体肺炎医生开了博利康尼是吗,儿子是支原体肺炎医生开了博利康尼管用吗？,1
374,支原体肺炎,小孩得了支原体肺炎用什么药治最好？,小孩支原体肺炎饮食上吃什么好？,0
982,支原体肺炎,多潘立酮混悬液和什么药物吃有反应,多潘立酮混悬液的主要功能有哪些呢？,0
564,支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎如何食疗？,0
902,支原体肺炎,请问利君沙和甲硝唑吃完有会药物反应吗,利君沙和甲硝唑有什么区别,0
703,支原体肺炎,克拉霉素胶囊有什么作用适应症是什么呢,克拉霉素胶囊需要注意什么？,0
717,支原体肺炎,请问肝功能不全的人可以服用罗红霉素片吗,请问肝功能不全的人可以服用哪些消炎药,0
448,支原体肺炎,5岁宝宝支原体肺炎咳嗽厉害，不发烧,宝宝发烧肺炎支原体是阳性怎么办？,0
351,支原体肺炎,得支原体肺炎怎么办啊？,得支原体肺炎怎么治疗？,1
782,支原体肺炎,你好我家孩子嗓子发炎吃利君沙管用吗,喉咙发炎肿痛，吃利君沙好还是头孢好？,0
970,支原体肺炎,请问患了支原体肺炎顺尔宁能治疗吗,请问顺尔宁能治疗支原体肺炎患者吗？,1
1084,支原体肺炎,3岁宝宝支原体肺炎，弱阳性是什么啊。,支原体肺炎弱阳性怎么治？,0
570,支原体肺炎,小儿支原体肺炎传染吗？,小儿支原体肺炎会不会传染？,1
387,支原体肺炎,支原体肺炎的症状及治疗方法是什么,肺炎衣原体与肺炎支原体有什么区别？,0
806,支原体肺炎,支原体衣原体尿道炎用罗红霉素怎么样,罗红霉素对支原体衣原体尿道炎有效果吗,1
130,支原体肺炎,阿奇霉素治疗小儿支原体肺炎好吗？,阿奇霉素能治好小儿支原体肺炎吗？,1
845,支原体肺炎,好你好感冒嗓子疼可以吃利君沙吗,我感冒嗓子疼可以吃利君沙吗,1
486,支原体肺炎,小儿支原体肺炎咳嗽吃什么药好,小儿支原体肺炎咳嗽吃什么药有效？,1
450,支原体肺炎,小儿支原体肺炎吃莫西沙星吗？,支原体感染可以吃莫西沙星片吗?,1
1064,支原体肺炎,宝宝前段时间支原体肺炎，好了快半月了又复发咋办,宝宝支原体肺炎多久能好？,0
853,支原体肺炎,小儿支原体肺炎的恢复期治疗要注意什么,支原体肺炎会不会恢复,0
375,支原体肺炎,你家小孩子得了支原体肺炎怎么办？,孩子得了支原体肺炎怎么办才好？,1
820,支原体肺炎,6岁小孩反复感冒咳嗽好后咽喉长了一些,小孩反复感冒咽喉长了怎么办？,1
210,支原体肺炎,儿童支原体肺炎如何治疗,小儿支原体肺炎怎么治疗？,1
92,支原体肺炎,得了小儿支原体肺炎，血常规正常吗？,怎么判断咳嗽是否为支原体感染？,0
705,支原体肺炎,您好请问红霉素可以治疗中耳炎吗,中耳炎用罗红霉素管用吗,1
513,支原体肺炎,什么是支原体小儿肺炎？,怎么治疗支原体小儿肺炎？,0
972,支原体肺炎,请问患了支原体肺炎顺尔宁能治疗吗,患了支原体肺炎要注意什么？,0
790,支原体肺炎,四环素是黄安类吗160它主要是治什么病,四环素是不是黄安类，治疗什么病的？,1
212,支原体肺炎,儿童支原体肺炎如何治疗,小儿支原体肺炎是什么？,0
328,支原体肺炎,治支原体肺炎红霉素好不好,支原体肺炎用头孢吗？,0
626,支原体肺炎,支原体肺炎治疗注射什么药？,支原体肺炎治疗又什么药可以注射？,1
89,支原体肺炎,支原体肺炎，吃阿奇霉素好使吗,支原体肺炎有什么症状？,0
560,支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,小儿支原体肺炎的饮食有什么要注意的？,1
978,支原体肺炎,请问顺尔宁能治疗支原体肺炎吗效果可以吗,治疗支原体肺炎能长期服用顺尔宁吗？,0
495,支原体肺炎,如何缓解小儿支原体肺炎引起的咳嗽？,缓解小儿支原体肺炎引起的咳嗽有什么方法？,1
804,支原体肺炎,请问一下医生依托红霉素颗粒能治疗干咳吗,干咳怎么办，吃什么药呢,0
922,支原体肺炎,我女儿6岁支原体肺炎打了5天阿奇霉素不见好怎么办？,支原体肺炎打阿奇霉素不见好是什么原因？,0
1099,支原体肺炎,小孩患支原体肺炎，还低烧，怎么办？,孩子5岁肺炎支原体阳性低烧正常吗？,0
1041,支原体肺炎,你好，两岁多女孩去医院检查为支原体肺炎怎么治？,你好，两岁多女孩去医院检查为支原体肺炎该怎么治疗呢？,1
713,支原体肺炎,新生儿可以用红霉素软膏吗,新生儿怎么用红霉素软膏,0
191,支原体肺炎,我想问你红霉素对耳炎有用吗,耳炎可不可以用红霉素治疗,1
563,支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,怎么治疗小儿支原体肺炎？,0
1008,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素可以吗,支原体肺炎可以根治吗？,0
396,支原体肺炎,肺炎支原体肺炎怎么治疗,肺炎支原体肺炎如何治疗？,1
195,支原体肺炎,蒲地蓝消炎口服液治疗宝宝流鼻涕吗,宝宝喝蒲地蓝消炎口服液能治好流鼻涕吗？,1
681,支原体肺炎,口腔感染医生说是厌氧菌所致的怎么办,口腔感染医生说是厌氧菌所致的怎么处理？,1
480,支原体肺炎,治疗支原体肺炎哪种药为首选,治疗支原体肺炎首选哪种药为好？,1
774,支原体肺炎,咨询罗红霉素片的作用和副作用,罗红霉素片和红霉素的区别,0
928,支原体肺炎,两岁半宝宝用复方异托溴铵做雾化用量多少,复方异托溴铵做雾化有没有副作用？,0
384,支原体肺炎,如何正规治疗小儿支原体肺炎,小儿支原体肺炎如何预防？,0
1015,支原体肺炎,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染能否不打吊瓶？,1
689,支原体肺炎,红霉素软膏的适应症是什么,红霉素软膏有什么功效？,0
1083,支原体肺炎,3岁宝宝支原体肺炎，弱阳性是什么啊。,支原体肺炎好治吗？,0
423,支原体肺炎,肺炎支原体发高烧怎么办,肺炎支原体发高烧能吃退烧药吗？,0
941,支原体肺炎,顺尔宁治支原体衣原体肺炎吗,患支原体肺炎，顺尔宁能治疗这个吗？,1
821,支原体肺炎,6岁小孩反复感冒咳嗽好后咽喉长了一些,小孩反复咳嗽好了咽喉怎么长了呢,1
890,支原体肺炎,依托红霉素颗粒三个多月的宝宝可以吃吗,四个月宝宝可以喝依托红霉素,1
631,支原体肺炎,支原体肺炎好后反复咳嗽怎么治疗？,支原体肺炎好后反复咳嗽怎么办？,1
658,支原体肺炎,永喜盐酸多西环素肠溶胶囊有什么作用,永喜盐酸多西环素肠溶胶囊有什么需要注意的？,0
756,支原体肺炎,小儿咽扁颗粒和罗红霉素颗粒能一起吃吗,咽扁颗粒和罗红霉素颗粒可以让小孩一块吃吗,1
618,支原体肺炎,支原体肺炎低烧不退该怎么办？,支原体肺炎有什么症状？,0
481,支原体肺炎,治疗支原体肺炎哪种药为首选,哪种药治疗支原体肺炎最好？,1
931,支原体肺炎,四环素片的主要功效和它的用法用量哦,四环素片的主要功效和它的用法用量是怎样的？,1
968,支原体肺炎,儿子是支原体肺炎医生开了博利康尼是吗,小孩支原体肺炎有哪些症状？,0
832,支原体肺炎,请问怀孕期间可以服用罗红霉素吗,服用感冒药期间可以怀孕么,0
478,支原体肺炎,太儿欣罗红霉素干混悬剂怎么吃,六个月宝宝吃太儿欣罗红霉素吐了正常吗？,0
337,支原体肺炎,支原体肺炎症状有哪些？,支原体肺炎有哪些治疗措施？,0
1050,支原体肺炎,小儿支原体肺炎，需要如何治疗?,小儿支原体肺炎要怎么治疗？,1
862,支原体肺炎,地红霉素肠溶片可以在感冒时可以吃吗,地红霉素肠溶片可以治疗感冒吗,0
1043,支原体肺炎,你好，两岁多女孩去医院检查为支原体肺炎怎么治？,请问小孩支原体肺炎的症状有哪些？,0
613,支原体肺炎,小儿支原体肺炎治愈的标准？,怎么诊断小儿支原体肺炎？,0
627,支原体肺炎,支原体肺炎治疗注射什么药？,得支原体肺炎怎么治疗？,0
611,支原体肺炎,小儿支原体肺炎治愈的标准？,确定小儿支原体肺炎治愈有何标准？,1
1011,支原体肺炎,支原体肺炎感染，可以不打吊瓶嘛？,支原体肺炎感染，能否不打吊瓶？,1
86,支原体肺炎,支原体肺炎，吃阿奇霉素好使吗,吃阿奇霉素对于治疗支原体肺炎有效吗？,1
836,支原体肺炎,请问盐酸氨溴索和罗红霉素能同时服用吗,盐酸氨溴索和罗红霉素能同时服用吗,1
568,支原体肺炎,小儿支原体肺炎的护理是怎么样的？,治疗小儿支原体肺炎有什么方法？,0
67,支原体肺炎,支原体肺炎一般要治疗多久能好,支原体肺炎一般烧几天？,0
575,支原体肺炎,小儿支原体肺炎但是不咳嗽，严重吗？,小儿支原体肺炎但是不咳嗽，要不要紧？,1
123,支原体肺炎,小儿支原体肺炎会反复发作吗？,小儿支原体肺炎能根治吗？,0
990,支原体肺炎,请问顺尔宁治支原体衣原体肺炎吗有效果吗,请问顺尔宁能否治支原体衣原体肺炎有没有效果？,1
348,支原体肺炎,小孩支原体肺炎会传染吗,小孩支原体肺炎严重吗？,0
469,支原体肺炎,衣原体肺炎和支原体肺炎哪个严重,儿童支原体衣原体感染的症状是什么？,0
531,支原体肺炎,造成小儿支原体肺炎的原因有哪些？,引发小儿支原体肺炎的因素有哪些？,1
113,支原体肺炎,推拿能治疗小儿支原体肺炎吗？,小儿支原体肺炎有哪些症状？,0
203,支原体肺炎,问下治支原体肺炎红霉素好不好,支原体肺炎为什吃红霉素不管用？,0
442,支原体肺炎,儿童支原体肺炎阿奇霉素吃几个疗程,儿童支原体肺炎阿奇霉素会有副作用吗？,0
487,支原体肺炎,小儿支原体肺炎咳嗽吃什么药好,小儿支原体肺炎咳嗽怎么办？,0
801,支原体肺炎,请问一下医生依托红霉素颗粒能治疗干咳吗,你好依托红霉素颗粒能治疗干咳吗,1
206,支原体肺炎,支原体肺炎刺激性咳反复发作可以用什么药,支原体肺炎刺激性咳反复发作该吃什么药？,1
91,支原体肺炎,得了小儿支原体肺炎，血常规正常吗？,得了小儿支原体肺炎的话血常规还正常吗？,1
668,支原体肺炎,扁桃体炎能吃克拉霉素分散片吗,扁桃体发炎的原因是什么？,0
671,支原体肺炎,哺乳期可以用红霉素软膏吗,红霉素软膏能在哺乳期使用吗,1
1023,支原体肺炎,支原体肺炎吃转移因子胶囊可以吗,转移因子胶囊是用来治疗什么的？,0
562,支原体肺炎,小儿支原体肺炎的饮食需要注意吗？,如何诊断小儿支原体肺炎？,0
194,支原体肺炎,我想问你红霉素对耳炎有用吗,耳炎需要注意什么,0
354,支原体肺炎,得支原体肺炎怎么办啊？,得支原体肺炎传染吗？,0
901,支原体肺炎,请问利君沙和甲硝唑吃完有会药物反应吗,利君沙和甲硝唑能一起吃吗,1
839,支原体肺炎,请问盐酸氨溴索和罗红霉素能同时服用吗,罗红霉素氨溴索片是什么药？,0
940,支原体肺炎,顺尔宁治支原体衣原体肺炎吗,请问顺尔宁能治疗支原体肺炎吗？,1
628,支原体肺炎,支原体肺炎治疗注射什么药？,支原体肺炎有什么症状？,0
171,支原体肺炎,请问罗红霉素能够治疗什么疾病的,罗红霉素多什么病管用,1
980,支原体肺炎,多潘立酮混悬液和什么药物吃有反应,多潘立酮混悬液和什么药物吃会起反应？,1
1024,支原体肺炎,支原体肺炎吃转移因子胶囊可以吗,转移因子胶囊有什么注意的？,0
794,支原体肺炎,四环素是黄安类吗160它主要是治什么病,四环素在哪里可以买到,0
1007,支原体肺炎,宝宝一周得了支原体肺炎输了五天阿奇霉素可以吗,支原体肺炎打阿奇霉素不见好是什么原因？,0
200,支原体肺炎,问下治支原体肺炎红霉素好不好,问下治支原体肺炎红霉素好吗？,1
798,支原体肺炎,罗红霉素对牙龈炎有用吗,罗红霉素的药效怎么样,0
678,支原体肺炎,有什么药可以预防小儿支原体肺炎复发吗,儿童支原体肺炎复发率高不？,0
445,支原体肺炎,5岁宝宝支原体肺炎咳嗽厉害，不发烧,5岁宝宝支原体肺炎咳嗽厉害，不发烧怎么办？,1
